DATE,RESERVOIR SAND,Measurement TYPE,GAUGE_DEPTH_MDRKB_ft,GAUGE_DEPTH_TVDSS_ft,Borehole_Fluid Density_psi/ft,Datum_DEPTH TVDSS_ft,Resv_FluidDens_psi/ft,CorrToDATUM_psi,PressureGaugeSI_BHP_psig,PressureDatum_SI_BHP_psig,oldDatumSI_BHP_or_directInput_psig
6/10/1989,B-1,static,7199.6,7016.6,0.061,7451,0.06,26.7,2695.8,2722.0,2722
12/23/1993,B-1,static,6999.6,6891.0,0.017,7451,0.02,9.3,2451.5,2459.0,2459
5/21/1982,A-1.0,static,6549.8,6364.8,0.091,6300,0.09,-5.9,2660.6,2654.7,2655
1/18/1983,A-1.0,static,6399.9,6214.9,0.091,6300,0.09,7.7,2573.8,2581.6,2581
8/10/1983,A-1.0,static,6399.9,6214.9,0.066,6300,0.07,5.6,2579.5,2585.1,2585
2/25/1984,A-1.0,static,6399.9,6214.9,0.062,6300,0.06,5.3,2525.5,2530.7,2531
8/31/1984,A-1.0,static,5499.9,5314.9,0.063,6300,0.06,62.0,2433.0,2495.1,2495
4/3/1985,A-1.0,static,5509.8,5314.9,0.060,6300,0.06,58.9,2384.6,2443.5,2443
10/28/1985,A-1.0,static,6484.2,6299.0,0.061,6300,0.06,0.1,2351.4,2351.5,2410
5/26/1986,A-1.0,static,5499.9,5314.9,0.061,6300,0.06,59.8,2269.1,2328.9,2329
11/25/1986,A-1.0,static,5499.7,5314.7,0.065,6300,0.07,64.1,2272.5,2336.6,2333
6/24/1987,A-1.0,static,5501.7,5317.0,0.277,6300,0.28,272.7,2043.6,2316.2,2344
12/12/1987,A-1.0,static,6484.2,6299.0,0.065,6300,0.07,0.1,2214.2,2214.3,2284
5/21/1988,A-1.0,static,5499.9,5314.7,0.056,6300,0.06,55.5,2115.1,2170.6,2177
5/27/1989,A-1.0,static,6499.9,6314.9,0.303,6300,0.30,-4.5,2183.6,2179.1,2189
4/25/1990,A-1.0,static,6499.9,6314.6,0.056,6300,0.06,-0.8,2111.7,2110.9,2117
6/8/1991,A-1.0,static,6538.6,6353.6,0.046,6300,0.05,-2.5,2061.6,2059.2,2064
6/11/1993,A-1.0,static,6499.6,6315.0,0.273,6300,0.27,-4.1,1929.7,1925.6,1915
10/24/1999,A-1.0,static,6500.0,6315.0,0.308,6300,0.31,-4.6,1686.0,1681.4,1682
6/2/2000,A-1.0,static,6000.0,5815.0,0.309,6300,0.31,149.9,1547.0,1696.9,1698
8/31/2001,A-1.0,static,6358.0,6173.0,0.160,6300,0.16,20.3,1652.4,1672.7,1719
5/22/1982,AA-3,static,5499.9,5314.9,0.278,5400,0.28,23.7,2289.4,2313.1,2313
1/18/1983,AA-3,static,5493.4,5308.4,0.278,5400,0.28,25.5,2241.1,2266.6,2267
3/10/1984,AA-3,static,5499.9,5314.9,0.264,5400,0.26,22.5,2165.7,2188.2,2188
8/31/1984,AA-3,static,5499.9,5314.9,0.260,5400,0.26,22.2,2144.4,2166.5,2167
4/3/1985,AA-3,static,5499.9,5314.9,0.152,5400,0.15,13.0,2110.2,2123.2,2132
10/28/1985,AA-3,static,5499.9,5314.9,0.260,5400,0.26,22.2,2094.9,2117.1,2117
5/24/1986,AA-3,static,4999.7,4814.7,0.186,5400,0.19,109.1,1895.4,2004.5,2004
11/25/1986,AA-3,static,5499.7,5314.7,0.334,5400,0.33,28.5,2053.5,2082.1,2082
6/19/1987,AA-3,static,5459.7,5274.7,0.420,5400,0.42,52.8,2026.5,2079.3,2077
12/12/1987,AA-3,static,5459.7,5274.7,0.355,5400,0.36,44.6,2010.6,2055.2,2061
5/21/1988,AA-3,static,5459.7,5274.7,0.425,5400,0.43,53.3,2011.6,2064.9,2061
5/2/1992,AA-3,static,5442.7,5258.7,0.369,5400,0.37,52.2,1968.0,2020.3,1980
6/10/1993,AA-3,static,5199.7,5015.7,0.034,5400,0.03,13.0,1935.6,1948.6,1949
10/23/1999,AA-3,static,5453.0,5269.0,0.429,5400,0.43,56.2,1669.2,1725.4,1726
6/2/2000,AA-3,static,5460.0,5276.0,0.343,5400,0.43,42.5,1712.9,1755.5,1741
7/2/2002,AA-3,static,5370.0,5186.0,0.421,5401,0.43,90.5,1639.4,1729.9,1730
4/9/2003,A-1.1,static,6500.0,5825.0,0.300,6348,0.30,156.9,1517.3,1674.2,1670
11/14/1976,A-1.1,static,6348.3,6288.3,0.234,6650,0.23,84.6,2872.4,2957.2,2957
11/14/1976,C-2,static,6625.0,6565.0,0.282,8140,0.28,444.2,2928.0,3385.0,3433
1/20/1979,C-2,static,8530.0,8470.0,0.244,8140,0.24,-80.5,3552.0,3472.0,3551
5/6/1981,A-1.1,static,6594.1,6534.1,0.176,6650,0.18,20.3,2881.0,2901.3,2901
11/21/1981,C-2,static,8510.0,8450.0,0.186,8140,0.19,-57.5,3411.0,3363.0,3419
5/23/1982,C-2,static,8499.9,8439.9,0.191,8140,0.19,-57.2,3410.0,3415.2,3415
1/26/1983,C-2,static,8499.9,8443.2,0.186,8140,0.19,-56.2,3390.0,3334.0,3392
2/19/1984,C-2,static,8499.9,8439.9,0.115,8140,0.12,-34.3,3182.0,3145.0,3184
8/25/1984,C-2,static,8500.0,8440.0,0.117,8140,0.12,-35.0,3196.0,3161.0,3198
3/26/1985,C-2,static,8500.0,8440.0,0.107,8140,0.11,-32.0,3181.0,3143.0,3184
10/17/1985,C-2,static,8500.0,8440.0,0.104,8140,0.10,-31.2,3130.7,3092.0,3134
11/15/1986,C-2,static,8500.0,8440.0,0.104,8140,0.10,-31.2,3110.0,3067.0,3113
6/8/1987,C-2,static,8500.0,8440.0,0.099,8140,0.10,-29.6,3040.0,3002.0,3042
12/6/1987,C-2,static,8499.5,8439.5,0.108,8140,0.11,-32.5,4464.9,3045.9,3046
6/2/1988,C-2,static,8499.5,8439.5,0.104,8140,0.10,-31.2,3038.0,3040.9,3041
11/21/1981,A-1.1,static,6330.0,6270.0,0.252,6650,0.25,95.6,2804.0,2900.0,2869
5/23/1982,A-1.1,static,6330.0,6270.0,0.252,6650,0.25,95.6,2882.0,2900.0,2894
1/26/1983,A-1.1,static,6629.8,6569.8,0.099,6650,0.10,7.9,2915.0,2924.0,2923
2/24/1984,A-1.1,static,6629.8,6569.8,0.099,6650,0.10,7.9,2920.0,2923.0,2926
9/3/1984,A-1.1,static,6629.8,6569.8,0.100,6650,0.10,8.0,2950.7,2958.6,2959
3/26/1985,A-1.1,static,6629.8,6569.8,0.107,6650,0.11,8.5,2944.0,2952.0,2951
10/17/1985,A-1.1,static,6629.8,6569.8,0.106,6650,0.11,8.5,2945.0,2953.0,2952
5/14/1986,A-1.1,static,6629.6,6569.6,0.104,6650,0.10,8.4,2912.0,2920.4,2920
11/15/1986,A-1.1,static,6630.0,6569.6,0.102,6650,0.10,8.2,2892.0,2900.0,2908
6/28/1987,A-1.1,static,6629.6,6569.6,0.100,6650,0.10,8.0,2880.0,2888.0,2886
12/6/1987,A-1.1,static,6629.6,6569.6,0.104,6650,0.10,8.4,2847.4,2869.0,2869
6/3/1988,A-1.1,static,6629.6,6569.6,0.091,6650,0.09,7.3,2857.4,2877.1,2877
2/2/1989,A-1.1,static,6629.6,6569.6,0.100,6650,0.10,8.0,2851.0,2859.0,2872
11/23/1990,A-1.1,static,6575.6,6544.0,0.092,6650,0.09,9.8,2835.0,2844.0,2857
12/11/1991,A-1.1,static,6445.6,6385.6,0.444,6650,0.44,117.4,2784.0,2901.0,2850
11/24/1992,A-1.1,static,6499.6,6439.6,0.429,6650,0.43,90.3,2781.0,2876.0,2868
6/12/1993,A-1.1,static,6299.6,6239.6,0.440,6650,0.44,180.4,2796.0,2961.0,2955
11/14/1976,C-2,static,8149.5,8087.5,0.448,8140,0.45,23.5,3529.0,3548.5,3704
5/24/1982,C-2,static,8269.9,8207.9,0.431,8140,0.43,-29.2,3308.0,3281.6,3415
1/25/1983,C-2,static,8269.9,8207.9,0.394,8140,0.39,-26.8,3282.0,3384.4,3384
2/20/1984,C-2,static,8269.9,8207.9,0.437,8140,0.44,-29.7,3145.5,3128.7,3159
8/24/1984,C-2,static,8270.9,8208.9,0.381,8140,0.38,-26.3,3161.1,3259.8,3260
3/23/1985,C-2,static,8269.5,8207.5,0.376,8140,0.38,-25.4,3114.3,3212.2,3212
10/15/1985,C-2,static,8269.5,8207.5,0.368,8140,0.37,-24.9,3072.2,3168.2,3168
11/12/1986,C-2,static,8269.5,8207.5,0.049,8140,0.05,-3.3,3032.4,3165.7,3166
6/9/1987,C-2,static,8270.0,8207.5,0.429,8140,0.43,-29.0,2987.3,2937.6,3098
12/5/1987,C-2,static,8269.5,8207.5,0.407,8140,0.41,-27.5,2941.8,3047.9,3048
9/24/1993,C-2,static,8279.5,8216.5,0.407,8140,0.41,-31.2,3013.4,2902.4,2902
9/9/2001,C-2,static,8000.0,7937.0,0.053,8140,0.05,10.8,2011.0,2018.0,1974
11/14/1976,A-1.1,static,6350.0,6290.0,0.427,6650,0.43,153.8,2801.3,2954.0,2927
5/6/1981,A-1.1,static,6550.0,6488.0,0.285,6650,0.29,46.2,2871.0,2924.0,2920
11/22/1981,A-1.1,static,6590.0,6528.0,0.271,6650,0.27,33.1,2852.5,2894.0,2893
5/23/1982,A-1.1,static,6590.0,6528.0,0.269,6650,0.27,32.8,2836.9,2876.0,2891
1/25/1983,A-1.1,static,6539.9,6477.9,0.424,6650,0.42,72.9,2844.0,2917.0,2892
2/20/1984,A-1.1,static,6539.9,6477.9,0.331,6650,0.33,57.0,2799.9,2902.0,2857
3/22/1985,A-1.1,static,6539.7,6477.6,0.427,6650,0.43,73.6,2799.0,2873.0,2848
10/15/1985,A-1.1,static,6539.6,6477.6,0.427,6650,0.43,73.6,2846.0,2920.0,2849
5/12/1987,A-1.1,static,6539.6,6477.6,0.421,6650,0.42,72.5,2835.0,2904.0,2901
6/10/1987,A-1.1,static,6540.0,6477.6,0.421,6650,0.42,72.5,2844.0,2914.0,2910
5/31/1988,A-1.1,static,6539.6,6477.6,0.425,6650,0.43,73.2,2828.4,2894.6,2895
11/13/1976,B-1,static,7250.6,7197.6,0.260,7506,0.26,80.0,3213.7,3294.2,3267
12/14/1977,B-1,static,7580.0,7527.0,0.301,7506,0.30,-6.3,3279.1,3273.0,3273
5/20/1982,B-1,static,7459.9,7406.9,0.301,7506,0.30,29.9,3206.6,3236.6,3237
1/28/1983,B-1,static,7450.7,7397.7,0.431,7506,0.43,46.7,3205.2,3256.2,3252
9/3/1984,B-1,static,7450.7,7397.7,0.417,7506,0.42,45.1,3209.5,3254.9,3239
3/20/1985,B-1,static,7449.5,7396.6,0.420,7506,0.42,45.9,3201.3,3248.6,3234
11/13/1986,B-1,static,7449.5,7396.6,0.411,7506,0.41,45.0,3200.9,3243.1,3250
12/7/1986,B-1,static,5999.6,5946.9,0.429,7506,0.43,668.9,2594.9,3260.9,3261
6/29/1987,B-1,static,7409.6,7356.5,0.424,7506,0.42,63.4,3185.3,3250.7,3247
6/3/1988,B-1,static,7409.6,7356.5,0.412,7506,0.41,61.5,3183.1,3240.9,3241
12/1/1991,B-1,static,7204.6,7190.6,0.427,7506,0.43,134.6,3137.0,3273.0,3271
4/27/1992,B-1,static,7214.5,7161.6,0.407,7506,0.41,140.3,3225.0,3356.0,3373
6/13/1993,B-1,static,7199.6,7181.6,0.423,7506,0.42,137.1,3169.0,3300.1,3346
11/13/1976,AA-3,static,5500.0,5447.0,0.335,5712,0.34,88.7,2554.0,2645.0,2666
1/19/1979,AA-3,static,5740.1,5687.1,0.333,5712,0.33,8.3,2305.1,2313.4,2313
3/23/1985,AA-1.6,static,4554.7,4501.7,0.152,4930,0.15,65.1,2090.1,2149.0,2155
3/24/1985,AA-3,static,4554.7,4501.7,0.152,5712,0.15,184.1,2090.3,2274.5,2274
10/16/1985,AA-1.6,static,4554.2,4501.7,0.460,4930,0.46,196.8,2005.0,2202.0,2097
11/13/1986,AA-1.6,static,4554.7,4501.7,0.470,4930,0.47,201.2,2068.0,2267.0,2273
6/29/1987,AA-1.6,static,4409.7,4356.7,0.313,4930,0.31,179.3,1956.7,2136.0,2135
11/11/1992,AA-1.6,static,4199.8,4185.7,0.056,4930,0.06,41.8,2082.0,2127.0,2127
11/14/1976,A-1.1,static,6350.0,6134.0,0.279,6650,0.28,144.1,2846.0,3024.0,2939
12/14/1977,A-1.1,static,6789.9,6731.0,0.234,6650,0.23,-18.9,1473.5,1454.3,1454
5/6/1981,A-1.1,static,6600.0,6378.0,0.276,6650,0.28,75.1,2837.0,2915.1,2859
11/21/1981,A-1.1,static,6300.0,6085.0,0.353,6650,0.35,199.3,2738.8,2937.0,2839
5/18/1982,A-1.1,static,5499.9,5324.0,0.280,6650,0.28,371.0,2509.8,2881.7,2793
1/19/1983,A-1.1,static,6450.1,6355.1,0.093,6650,0.09,27.4,2590.9,2590.3,2590
1/27/1983,A-1.1,static,5429.7,5261.0,0.348,6650,0.35,483.4,2354.8,2815.0,2621
8/24/1984,A-1.1,static,6539.9,6477.9,0.329,6650,0.33,56.7,2842.6,2899.3,2899
8/25/1984,A-1.1,static,5430.1,5261.0,0.434,6650,0.43,603.1,2330.7,2934.9,2608
3/25/1985,A-1.1,static,5430.1,5261.0,0.435,6650,0.44,603.5,2334.5,2938.4,2611
10/17/1985,A-1.1,static,5430.1,5261.0,0.431,6650,0.43,598.8,2339.5,2938.7,2618
5/13/1986,A-1.1,static,5429.7,5370.7,0.221,6650,0.22,282.8,2326.0,2608.5,2609
11/14/1986,A-1.1,static,5429.7,5261.0,0.493,6650,0.49,684.2,2316.6,3001.0,2958
6/28/1987,A-1.1,static,5429.7,5261.0,0.426,6650,0.43,592.3,2315.4,2907.3,2859
12/6/1987,A-1.1,static,5429.9,5219.7,0.390,6650,0.39,557.9,2310.2,2863.1,2863
6/24/1988,A-1.1,static,5429.9,5219.7,0.377,6650,0.38,539.3,2304.6,2838.3,2838
6/13/1989,A-1.1,static,5429.9,5219.7,0.386,6650,0.39,552.7,2299.7,2852.4,2852
3/24/1985,AA-4,static,6000.0,5688.0,0.293,5814,0.29,36.9,2505.8,2549.0,2534
10/16/1985,AA-4,static,6000.0,5688.0,0.315,5814,0.32,39.7,2514.7,2549.0,2540
5/31/1986,AA-4,static,4999.7,4804.7,0.286,5814,0.29,288.7,2125.9,2416.5,2417
11/14/1986,AA-4,static,5999.6,5688.0,0.428,5814,0.43,53.9,2478.0,2532.0,2519
6/20/1987,AA-4,static,5999.6,5688.0,0.427,5814,0.43,53.8,2480.8,2536.0,2522
11/12/1992,AA-4,static,5500.0,5273.0,0.374,5814,0.37,202.3,2365.4,2567.7,2366
10/18/1998,AA-4,static,5500.0,5273.0,0.374,5814,0.37,202.3,2240.0,2442.3,2366
