      Date ,Oil Test Volume bbl ,Water Test Volume bbl ,    TEST.GOR cf/bbl ,Gas Test Volume M ,Choke Size CHOKE  , BLPD bbl 
24/10/1999,0.00,0.00,0.00,0.00,0.00,0.00
26/10/1999,0.00,0.00,0.00,0.00,0.00,0.00
09/11/1999,1087.00,1004.00,1136.00,1235.00,56.00,2091.00
11/11/1999,0.00,0.00,0.00,0.00,0.00,0.00
12/11/1999,0.00,0.00,0.00,0.00,0.00,0.00
14/11/1999,0.00,0.00,0.00,0.00,0.00,0.00
15/11/1999,0.00,0.00,0.00,0.00,0.00,0.00
16/11/1999,0.00,0.00,0.00,0.00,0.00,0.00
19/11/1999,1094.00,1010.00,1140.00,1247.00,56.00,2104.00
21/11/1999,664.00,2524.00,1363.00,905.00,0.00,3188.00
22/11/1999,181.00,952.00,281.00,51.00,0.00,1133.00
25/11/1999,0.00,0.00,0.00,0.00,0.00,0.00
26/11/1999,132.00,2507.00,1068.00,141.00,0.00,2639.00
27/11/1999,0.00,0.00,0.00,0.00,0.00,0.00
28/11/1999,0.00,0.00,0.00,0.00,0.00,0.00
29/11/1999,0.00,0.00,0.00,0.00,0.00,0.00
02/12/1999,0.00,0.00,0.00,0.00,0.00,0.00
09/12/1999,0.00,0.00,0.00,0.00,0.00,0.00
10/12/1999,0.00,0.00,0.00,0.00,0.00,0.00
11/12/1999,2045.00,4703.00,1076.00,2200.00,56.00,6748.00
12/12/1999,0.00,0.00,0.00,0.00,0.00,0.00
13/12/1999,0.00,0.00,0.00,0.00,0.00,0.00
15/12/1999,2045.00,4703.00,1076.00,2200.00,56.00,6748.00
18/12/1999,0.00,0.00,0.00,0.00,0.00,0.00
19/12/1999,0.00,0.00,0.00,0.00,0.00,0.00
23/12/1999,1856.00,4483.00,1144.00,2123.00,56.00,6339.00
24/12/1999,0.00,0.00,0.00,0.00,0.00,0.00
25/12/1999,0.00,0.00,0.00,0.00,0.00,0.00
26/12/1999,766.00,4341.00,2011.00,1541.00,0.00,5107.00
27/12/1999,827.00,4035.00,1662.00,1374.00,0.00,4862.00
28/12/1999,807.00,3937.00,2415.00,1948.00,0.00,4744.00
29/12/1999,790.00,3859.00,2081.00,1645.00,0.00,4649.00
30/12/1999,786.00,3835.00,2041.00,1603.00,0.00,4621.00
31/12/1999,779.00,3805.00,2181.00,1700.00,0.00,4584.00
01/01/2000,1874.00,4123.00,1875.00,3515.00,60.00,4991.00
02/01/2000,767.00,3744.00,1835.00,1407.00,0.00,4511.00
03/01/2000,186.00,906.00,1347.00,250.00,0.00,1092.00
04/01/2000,721.00,2375.00,2395.00,1726.00,0.00,3096.00
14/01/2000,0.00,0.00,0.00,0.00,0.00,0.00
20/01/2000,51.00,2519.00,11226.00,577.00,0.00,2570.00
21/01/2000,0.00,0.00,0.00,0.00,0.00,0.00
22/01/2000,0.00,0.00,0.00,0.00,0.00,0.00
23/01/2000,0.00,0.00,0.00,0.00,0.00,0.00
25/01/2000,140.00,1857.00,1552.00,217.00,0.00,1997.00
26/01/2000,203.00,1830.00,2145.00,436.00,0.00,2033.00
27/01/2000,228.00,1844.00,4814.00,1097.00,0.00,2072.00
28/01/2000,436.00,1641.00,2650.00,1156.00,0.00,2077.00
29/01/2000,557.00,1507.00,2745.00,1530.00,0.00,2064.00
30/01/2000,583.00,1498.00,2626.00,1530.00,0.00,2081.00
31/01/2000,1183.00,5101.00,2111.00,2496.00,0.00,6283.00
01/02/2000,465.00,3761.00,1452.00,675.00,0.00,4226.00
02/02/2000,193.00,824.00,57.00,11.00,0.00,1017.00
03/02/2000,837.00,1155.00,2190.00,1832.00,0.00,1992.00
04/02/2000,949.00,1159.00,1697.00,1610.00,0.00,2108.00
05/02/2000,925.00,1178.00,1857.00,1718.00,0.00,2103.00
06/02/2000,968.00,1137.00,1775.00,1719.00,0.00,2105.00
07/02/2000,1028.00,3446.00,2665.00,2740.00,0.00,4474.00
08/02/2000,665.00,1182.00,1126.00,749.00,0.00,1847.00
09/02/2000,0.00,0.00,0.00,0.00,0.00,0.00
10/02/2000,0.00,0.00,0.00,0.00,0.00,0.00
11/02/2000,1234.00,7217.00,2922.00,3605.00,0.00,8451.00
12/02/2000,804.00,3413.00,2574.00,2069.00,0.00,4217.00
13/02/2000,2483.00,7688.00,1912.00,4747.00,0.00,10171.00
14/02/2000,0.00,0.00,0.00,0.00,0.00,0.00
15/02/2000,1694.00,4271.00,2574.00,4359.00,0.00,5965.00
17/02/2000,575.00,1116.00,816.00,469.00,0.00,1691.00
20/02/2000,0.00,0.00,0.00,0.00,0.00,0.00
21/02/2000,0.00,0.00,0.00,0.00,0.00,0.00
23/02/2000,893.00,1007.00,2517.00,2247.00,0.00,1899.00
02/03/2000,0.00,0.00,0.00,0.00,0.00,0.00
03/03/2000,0.00,0.00,0.00,0.00,0.00,0.00
04/03/2000,0.00,0.00,0.00,0.00,0.00,0.00
05/03/2000,0.00,0.00,0.00,0.00,0.00,0.00
06/03/2000,0.00,0.00,0.00,0.00,0.00,0.00
07/03/2000,0.00,0.00,0.00,0.00,0.00,0.00
09/03/2000,0.00,0.00,0.00,0.00,0.00,0.00
10/03/2000,0.00,0.00,0.00,0.00,0.00,0.00
13/03/2000,0.00,0.00,0.00,0.00,0.00,0.00
14/03/2000,0.00,0.00,0.00,0.00,0.00,0.00
15/03/2000,0.00,0.00,0.00,0.00,0.00,0.00
16/03/2000,0.00,0.00,0.00,0.00,0.00,0.00
17/03/2000,0.00,0.00,0.00,0.00,0.00,0.00
18/03/2000,0.00,0.00,0.00,0.00,0.00,0.00
20/03/2000,0.00,0.00,0.00,0.00,0.00,0.00
21/03/2000,0.00,0.00,0.00,0.00,0.00,0.00
25/03/2000,954.00,1033.00,1424.00,1358.00,0.00,1987.00
26/03/2000,0.00,0.00,0.00,0.00,0.00,0.00
27/03/2000,0.00,0.00,0.00,0.00,0.00,0.00
28/03/2000,1360.00,3224.00,1520.00,2068.00,0.00,4584.00
29/03/2000,0.00,0.00,0.00,0.00,0.00,0.00
30/03/2000,0.00,0.00,0.00,0.00,0.00,0.00
31/03/2000,0.00,0.00,0.00,0.00,0.00,0.00
01/04/2000,970.00,1009.00,1596.00,1548.00,0.00,1979.00
02/04/2000,2856.00,10572.00,1517.00,4333.00,0.00,13428.00
03/04/2000,0.00,0.00,0.00,0.00,0.00,0.00
04/04/2000,1424.00,3288.00,1271.00,1810.00,0.00,4712.00
05/04/2000,0.00,0.00,0.00,0.00,0.00,0.00
07/04/2000,158.00,970.00,184.00,29.00,0.00,1128.00
08/04/2000,1236.00,4862.00,592.00,732.00,0.00,6098.00
09/04/2000,172.00,1982.00,4248.00,732.00,0.00,2154.00
12/04/2000,2990.00,11102.00,1104.00,3303.00,0.00,14092.00
17/04/2000,0.00,0.00,0.00,0.00,0.00,0.00
18/04/2000,0.00,0.00,0.00,0.00,0.00,0.00
19/04/2000,0.00,0.00,0.00,0.00,0.00,0.00
20/04/2000,0.00,0.00,0.00,0.00,0.00,0.00
21/04/2000,0.00,0.00,0.00,0.00,0.00,0.00
23/04/2000,2990.00,11102.00,1104.00,3303.00,0.00,14092.00
27/04/2000,0.00,0.00,0.00,0.00,0.00,0.00
28/04/2000,0.00,0.00,0.00,0.00,0.00,0.00
29/04/2000,0.00,0.00,0.00,0.00,0.00,0.00
30/04/2000,916.00,6552.00,1411.00,1293.00,0.00,7468.00
02/05/2000,0.00,0.00,0.00,0.00,0.00,0.00
03/05/2000,0.00,0.00,0.00,0.00,0.00,0.00
04/05/2000,0.00,0.00,0.00,0.00,0.00,0.00
08/05/2000,1645.00,2298.00,848.00,1396.00,0.00,3943.00
11/05/2000,0.00,0.00,0.00,0.00,0.00,0.00
12/05/2000,0.00,0.00,0.00,0.00,0.00,0.00
13/05/2000,0.00,0.00,0.00,0.00,0.00,0.00
14/05/2000,0.00,0.00,0.00,0.00,0.00,0.00
08/06/2000,2990.00,11102.00,1104.00,3303.00,0.00,14092.00
13/06/2000,0.00,0.00,0.00,0.00,0.00,0.00
14/06/2000,0.00,0.00,0.00,0.00,0.00,0.00
16/06/2000,868.00,941.00,1831.00,1590.00,0.00,1809.00
17/06/2000,0.00,0.00,0.00,0.00,0.00,0.00
18/06/2000,0.00,0.00,0.00,0.00,0.00,0.00
22/06/2000,872.00,945.00,1929.00,1682.00,0.00,1817.00
23/06/2000,0.00,0.00,0.00,0.00,0.00,0.00
24/06/2000,0.00,0.00,0.00,0.00,0.00,0.00
29/06/2000,204.00,1838.00,3173.00,648.00,0.00,2042.00
30/06/2000,163.00,924.00,3985.00,650.00,0.00,1087.00
02/07/2000,872.00,945.00,1929.00,1682.00,0.00,1817.00
03/07/2000,2090.00,9657.00,1427.00,2983.00,0.00,11747.00
07/07/2000,354.00,2618.00,3759.00,1330.00,0.00,2972.00
08/07/2000,596.00,3375.00,1278.00,761.00,0.00,3970.00
09/07/2000,489.00,950.00,384.00,188.00,0.00,1439.00
11/07/2000,349.00,1977.00,857.00,299.00,0.00,2326.00
12/07/2000,885.00,959.00,1755.00,1553.00,0.00,1844.00
13/07/2000,0.00,0.00,,0.00,0.00,0.00
19/07/2000,438.00,1023.00,714.00,313.00,0.00,1461.00
20/07/2000,903.00,978.00,1341.00,1210.00,0.00,1880.00
21/07/2000,341.00,2097.00,1960.00,669.00,0.00,2438.00
23/07/2000,176.00,2028.00,5082.00,896.00,0.00,2204.00
25/07/2000,124.00,828.00,2951.00,365.00,0.00,952.00
26/07/2000,613.00,3473.00,1085.00,665.00,0.00,4086.00
27/07/2000,835.00,1020.00,1630.00,1361.00,0.00,1855.00
28/07/2000,514.00,955.00,474.00,244.00,0.00,1469.00
29/07/2000,124.00,828.00,2948.00,365.00,0.00,952.00
31/07/2000,194.00,1126.00,753.00,146.00,0.00,1320.00
01/08/2000,161.00,1147.00,1168.00,188.00,0.00,1308.00
02/08/2000,870.00,2971.00,716.00,623.00,0.00,3841.00
03/08/2000,0.00,0.00,,0.00,0.00,0.00
06/08/2000,0.00,0.00,,0.00,0.00,0.00
07/08/2000,152.00,1113.00,86.00,13.00,0.00,1265.00
09/08/2000,0.00,0.00,,0.00,0.00,0.00
11/08/2000,0.00,0.00,,0.00,0.00,0.00
13/08/2000,0.00,0.00,,0.00,0.00,0.00
14/08/2000,0.00,0.00,,0.00,0.00,0.00
15/08/2000,747.00,2775.00,1525.00,1140.00,0.00,3522.00
18/08/2000,238.00,1013.00,257.00,61.00,0.00,1251.00
19/08/2000,901.00,901.00,1252.00,1128.00,0.00,1801.00
20/08/2000,286.00,1757.00,941.00,269.00,0.00,2043.00
22/08/2000,471.00,1000.00,491.00,231.00,0.00,1471.00
24/08/2000,0.00,0.00,,0.00,0.00,0.00
25/08/2000,0.00,0.00,,0.00,0.00,0.00
26/08/2000,175.00,1769.00,3674.00,643.00,0.00,1944.00
27/08/2000,0.00,0.00,,0.00,0.00,0.00
30/08/2000,473.00,960.00,239.00,113.00,0.00,1433.00
31/08/2000,910.00,910.00,1268.00,1154.00,0.00,1820.00
04/09/2000,556.00,3418.00,893.00,497.00,0.00,3974.00
05/09/2000,721.00,2756.00,904.00,652.00,0.00,3477.00
09/09/2000,964.00,890.00,1035.00,998.00,0.00,1854.00
10/09/2000,342.00,1936.00,337.00,115.00,0.00,2277.00
11/09/2000,165.00,1015.00,944.00,156.00,0.00,1180.00
12/09/2000,0.00,0.00,,0.00,0.00,0.00
13/09/2000,932.00,896.00,1133.00,1056.00,0.00,1828.00
14/09/2000,0.00,0.00,,0.00,0.00,0.00
15/09/2000,0.00,0.00,,0.00,0.00,0.00
16/09/2000,0.00,0.00,,0.00,0.00,0.00
17/09/2000,983.00,871.00,1042.00,1024.00,0.00,1854.00
18/09/2000,0.00,0.00,,0.00,0.00,0.00
19/09/2000,0.00,0.00,,0.00,0.00,0.00
20/09/2000,618.00,3244.00,1334.00,824.00,0.00,3862.00
21/09/2000,0.00,0.00,,0.00,0.00,0.00
22/09/2000,0.00,0.00,,0.00,0.00,0.00
23/09/2000,0.00,0.00,,0.00,0.00,0.00
24/09/2000,0.00,0.00,,0.00,0.00,0.00
25/09/2000,0.00,0.00,,0.00,0.00,0.00
26/09/2000,0.00,0.00,,0.00,0.00,0.00
29/09/2000,146.00,896.00,905.00,132.00,0.00,1042.00
30/09/2000,185.00,1049.00,924.00,171.00,0.00,1234.00
02/10/2000,883.00,919.00,1182.00,1044.00,0.00,1802.00
03/10/2000,618.00,3244.00,1334.00,824.00,0.00,3862.00
07/10/2000,834.00,2678.00,1587.00,1323.00,0.00,3512.00
08/10/2000,1301.00,2914.00,1043.00,1357.00,0.00,4215.00
10/10/2000,185.00,971.00,946.00,175.00,0.00,1156.00
12/10/2000,709.00,2805.00,1821.00,1290.00,0.00,3513.00
13/10/2000,0.00,0.00,,0.00,0.00,0.00
15/10/2000,316.00,1942.00,1812.00,573.00,0.00,2259.00
16/10/2000,892.00,888.00,1640.00,1462.00,0.00,1780.00
19/10/2000,565.00,3202.00,2416.00,1365.00,0.00,3767.00
20/10/2000,757.00,2687.00,1880.00,1422.00,0.00,3443.00
21/10/2000,1219.00,2788.00,1380.00,1683.00,0.00,4007.00
22/10/2000,613.00,3476.00,1363.00,836.00,0.00,4089.00
23/10/2000,1217.00,2775.00,1304.00,1586.00,0.00,3992.00
24/10/2000,633.00,3587.00,1158.00,733.00,0.00,4220.00
25/10/2000,732.00,2650.00,1491.00,1091.00,0.00,3382.00
26/10/2000,878.00,878.00,1186.00,1041.00,0.00,1755.00
27/10/2000,330.00,1873.00,2303.00,761.00,0.00,2203.00
28/10/2000,601.00,3408.00,1179.00,709.00,0.00,4009.00
29/10/2000,546.00,3988.00,1859.00,1014.00,0.00,4534.00
30/10/2000,686.00,3602.00,1065.00,731.00,0.00,4288.00
31/10/2000,0.00,0.00,,0.00,0.00,0.00
01/11/2000,651.00,3692.00,2758.00,1797.00,0.00,4343.00
02/11/2000,640.00,3625.00,1380.00,883.00,0.00,4265.00
03/11/2000,652.00,2780.00,1695.00,1105.00,0.00,3432.00
04/11/2000,1223.00,2786.00,1506.00,1842.00,0.00,4009.00
05/11/2000,595.00,3373.00,736.00,438.00,0.00,3969.00
06/11/2000,1326.00,1849.00,1124.00,1490.00,0.00,3175.00
07/11/2000,1065.00,2843.00,2799.00,2980.00,0.00,3908.00
08/11/2000,331.00,1873.00,1624.00,537.00,0.00,2204.00
09/11/2000,131.00,1064.00,1385.00,182.00,0.00,1195.00
12/11/2000,164.00,1889.00,6544.00,1075.00,0.00,2053.00
13/11/2000,1193.00,2837.00,1623.00,1936.00,0.00,4030.00
16/11/2000,0.00,0.00,,0.00,0.00,0.00
17/11/2000,236.00,2126.00,2485.00,587.00,0.00,2362.00
18/11/2000,363.00,2054.00,1376.00,499.00,0.00,2417.00
19/11/2000,283.00,1134.00,677.00,192.00,0.00,1417.00
22/11/2000,491.00,911.00,259.00,127.00,0.00,1402.00
23/11/2000,200.00,1798.00,4424.00,884.00,0.00,1998.00
25/11/2000,868.00,868.00,1345.00,1167.00,0.00,1735.00
26/11/2000,0.00,0.00,,0.00,0.00,0.00
27/11/2000,0.00,0.00,,0.00,0.00,0.00
28/11/2000,0.00,0.00,,0.00,0.00,0.00
29/11/2000,728.00,2565.00,904.00,658.00,0.00,3293.00
30/11/2000,0.00,0.00,,0.00,0.00,0.00
04/12/2000,419.00,933.00,303.00,127.00,0.00,1352.00
05/12/2000,0.00,0.00,,0.00,0.00,0.00
06/12/2000,0.00,0.00,,0.00,0.00,0.00
09/12/2000,882.00,882.00,1253.00,1105.00,0.00,1764.00
10/12/2000,543.00,2995.00,1426.00,774.00,0.00,3537.00
11/12/2000,0.00,0.00,,0.00,0.00,0.00
14/12/2000,0.00,0.00,,0.00,0.00,0.00
16/12/2000,500.00,2932.00,1353.00,676.00,0.00,3432.00
17/12/2000,173.00,980.00,526.00,91.00,0.00,1152.00
18/12/2000,587.00,3324.00,2220.00,1302.00,0.00,3910.00
19/12/2000,168.00,954.00,321.00,54.00,0.00,1122.00
23/12/2000,0.00,0.00,,0.00,0.00,0.00
24/12/2000,0.00,0.00,,0.00,0.00,0.00
25/12/2000,0.00,0.00,,0.00,0.00,0.00
27/12/2000,0.00,0.00,,0.00,0.00,0.00
02/01/2001,515.00,876.00,87.00,45.00,0.00,1391.00
03/01/2001,504.00,857.00,230.00,116.00,0.00,1361.00
04/01/2001,194.00,1745.00,3589.00,696.00,0.00,1939.00
05/01/2001,191.00,1721.00,3651.00,698.00,0.00,1912.00
06/01/2001,0.00,0.00,,0.00,0.00,0.00
08/01/2001,171.00,970.00,1122.00,192.00,0.00,1141.00
11/01/2001,593.00,3362.00,1724.00,1023.00,0.00,3955.00
13/01/2001,193.00,1733.00,3634.00,700.00,0.00,1926.00
14/01/2001,481.00,893.00,56.00,27.00,0.00,1374.00
15/01/2001,153.00,939.00,1321.00,202.00,0.00,1092.00
16/01/2001,195.00,1752.00,4263.00,830.00,0.00,1947.00
17/01/2001,0.00,0.00,,0.00,0.00,0.00
18/01/2001,887.00,887.00,1217.00,1079.00,0.00,1773.00
26/01/2001,364.00,1910.00,1539.00,560.00,0.00,2274.00
28/01/2001,315.00,1933.00,1872.00,589.00,0.00,2248.00
29/01/2001,0.00,0.00,,0.00,0.00,0.00
30/01/2001,183.00,1646.00,4183.00,765.00,0.00,1829.00
31/01/2001,0.00,0.00,,0.00,0.00,0.00
02/02/2001,423.00,987.00,589.00,249.00,0.00,1410.00
04/02/2001,285.00,1613.00,2220.00,632.00,0.00,1898.00
09/02/2001,935.00,864.00,1181.00,1105.00,0.00,1799.00
14/02/2001,1216.00,2737.00,1402.00,1705.00,0.00,3953.00
16/02/2001,609.00,3450.00,1454.00,885.00,0.00,4059.00
18/02/2001,1215.00,2759.00,1069.00,1299.00,0.00,3974.00
19/02/2001,0.00,0.00,,0.00,0.00,0.00
20/02/2001,0.00,0.00,,0.00,0.00,0.00
21/02/2001,0.00,0.00,,0.00,0.00,0.00
22/02/2001,0.00,0.00,,0.00,0.00,0.00
23/02/2001,0.00,0.00,,0.00,0.00,0.00
25/02/2001,0.00,0.00,,0.00,0.00,0.00
26/02/2001,310.00,1903.00,2085.00,646.00,0.00,2213.00
27/02/2001,871.00,871.00,2079.00,1810.00,0.00,1741.00
28/02/2001,0.00,0.00,,0.00,0.00,0.00
01/03/2001,0.00,0.00,,0.00,0.00,0.00
03/03/2001,0.00,0.00,,0.00,0.00,0.00
05/03/2001,655.00,2468.00,2096.00,1373.00,0.00,3123.00
07/03/2001,1213.00,2751.00,1542.00,1870.00,0.00,3964.00
08/03/2001,772.00,4454.00,1626.00,1255.00,0.00,5226.00
09/03/2001,184.00,1042.00,875.00,161.00,0.00,1226.00
13/03/2001,917.00,846.00,942.00,864.00,0.00,1763.00
14/03/2001,498.00,884.00,685.00,341.00,0.00,1382.00
15/03/2001,133.00,1765.00,7474.00,993.00,0.00,1898.00
17/03/2001,609.00,3450.00,2449.00,1491.00,0.00,4059.00
18/03/2001,0.00,0.00,,0.00,0.00,0.00
19/03/2001,1274.00,2728.00,1520.00,1937.00,0.00,4003.00
20/03/2001,177.00,1006.00,3150.00,559.00,0.00,1183.00
22/03/2001,0.00,0.00,,0.00,0.00,0.00
23/03/2001,587.00,3324.00,2252.00,1321.00,0.00,3911.00
24/03/2001,0.00,0.00,,0.00,0.00,0.00
25/03/2001,0.00,0.00,,0.00,0.00,0.00
27/03/2001,0.00,0.00,,0.00,0.00,0.00
28/03/2001,600.00,3399.00,2114.00,1268.00,0.00,3999.00
29/03/2001,603.00,3420.00,2050.00,1237.00,0.00,4023.00
30/03/2001,883.00,883.00,1275.00,1125.00,0.00,1765.00
01/04/2001,173.00,983.00,2497.00,433.00,0.00,1156.00
06/04/2001,132.00,1757.00,6413.00,848.00,0.00,1889.00
07/04/2001,436.00,847.00,218.00,95.00,0.00,1283.00
08/04/2001,330.00,1873.00,1250.00,413.00,0.00,2203.00
09/04/2001,874.00,874.00,1251.00,1093.00,0.00,1747.00
10/04/2001,332.00,1881.00,1431.00,475.00,0.00,2213.00
11/04/2001,525.00,3511.00,2146.00,1126.00,0.00,4036.00
14/04/2001,1433.00,4313.00,1594.00,2284.00,0.00,5745.00
15/04/2001,0.00,0.00,,0.00,0.00,0.00
19/04/2001,328.00,1859.00,1710.00,561.00,0.00,2187.00
20/04/2001,346.00,1814.00,1328.00,459.00,0.00,2160.00
23/04/2001,643.00,3641.00,1491.00,958.00,0.00,4284.00
24/04/2001,170.00,964.00,1758.00,299.00,0.00,1134.00
25/04/2001,0.00,0.00,,0.00,0.00,0.00
26/04/2001,367.00,1100.00,920.00,337.00,0.00,1466.00
27/04/2001,185.00,1668.00,6044.00,1120.00,0.00,1853.00
28/04/2001,314.00,1778.00,2046.00,642.00,0.00,2092.00
30/04/2001,169.00,960.00,1972.00,334.00,0.00,1129.00
01/05/2001,165.00,1016.00,1131.00,187.00,0.00,1181.00
06/05/2001,334.00,1894.00,1481.00,495.00,0.00,2228.00
07/05/2001,0.00,0.00,,0.00,0.00,0.00
08/05/2001,1155.00,2780.00,1526.00,1763.00,0.00,3935.00
09/05/2001,0.00,0.00,,0.00,0.00,0.00
10/05/2001,861.00,861.00,1362.00,1172.00,0.00,1721.00
11/05/2001,0.00,0.00,,0.00,0.00,0.00
12/05/2001,461.00,937.00,1047.00,483.00,0.00,1398.00
13/05/2001,0.00,0.00,,0.00,0.00,0.00
15/05/2001,1327.00,1614.00,1080.00,1433.00,0.00,2941.00
16/05/2001,607.00,3439.00,1555.00,944.00,0.00,4046.00
19/05/2001,173.00,978.00,1281.00,221.00,0.00,1150.00
21/05/2001,174.00,983.00,1746.00,303.00,0.00,1157.00
23/05/2001,176.00,1582.00,4983.00,876.00,0.00,1758.00
24/05/2001,500.00,929.00,250.00,125.00,0.00,1429.00
27/05/2001,738.00,4455.00,1587.00,1171.00,0.00,5193.00
29/05/2001,1139.00,2580.00,1169.00,1331.00,0.00,3719.00
02/06/2001,1140.00,2576.00,1247.00,1422.00,0.00,3716.00
05/06/2001,178.00,1600.00,6108.00,1086.00,0.00,1778.00
07/06/2001,1167.00,5455.00,1111.00,1296.00,0.00,6622.00
08/06/2001,497.00,924.00,121.00,60.00,0.00,1421.00
10/06/2001,782.00,4507.00,1120.00,876.00,0.00,5289.00
13/06/2001,167.00,944.00,3001.00,500.00,0.00,1111.00
14/06/2001,289.00,1639.00,989.00,286.00,0.00,1928.00
15/06/2001,0.00,0.00,,0.00,0.00,0.00
16/06/2001,273.00,1674.00,1214.00,331.00,0.00,1947.00
17/06/2001,805.00,984.00,1308.00,1053.00,0.00,1789.00
19/06/2001,0.00,0.00,,0.00,0.00,0.00
20/06/2001,0.00,0.00,,0.00,0.00,0.00
21/06/2001,0.00,0.00,,0.00,0.00,0.00
22/06/2001,0.00,0.00,,0.00,0.00,0.00
23/06/2001,0.00,0.00,,0.00,0.00,0.00
24/06/2001,329.00,2019.00,1509.00,496.00,0.00,2348.00
25/06/2001,361.00,2918.00,3276.00,1183.00,0.00,3279.00
26/06/2001,516.00,1002.00,213.00,110.00,0.00,1519.00
27/06/2001,547.00,3658.00,1623.00,887.00,0.00,4205.00
01/07/2001,0.00,0.00,,0.00,0.00,0.00
02/07/2001,0.00,0.00,,0.00,0.00,0.00
03/07/2001,0.00,0.00,,0.00,0.00,0.00
06/07/2001,365.00,2069.00,2186.00,798.00,0.00,2434.00
10/07/2001,170.00,961.00,1056.00,179.00,0.00,1130.00
11/07/2001,228.00,2052.00,4439.00,1012.00,0.00,2280.00
12/07/2001,508.00,943.00,228.00,116.00,0.00,1451.00
14/07/2001,663.00,3760.00,852.00,565.00,0.00,4423.00
17/07/2001,289.00,2121.00,1311.00,379.00,0.00,2410.00
18/07/2001,229.00,2061.00,3738.00,856.00,0.00,2290.00
19/07/2001,424.00,990.00,26.00,11.00,0.00,1414.00
22/07/2001,127.00,932.00,173.00,22.00,0.00,1059.00
25/07/2001,839.00,946.00,1255.00,1053.00,0.00,1785.00
27/07/2001,0.00,0.00,,0.00,0.00,0.00
28/07/2001,336.00,2067.00,1242.00,418.00,0.00,2403.00
30/07/2001,0.00,0.00,,0.00,0.00,0.00
31/07/2001,858.00,858.00,1501.00,1288.00,0.00,1716.00
01/08/2001,0.00,0.00,,0.00,0.00,0.00
02/08/2001,179.00,1012.00,17.00,3.00,0.00,3.00
04/08/2001,179.00,1017.00,613.00,110.00,0.00,92.00
05/08/2001,673.00,2805.00,1089.00,733.00,0.00,344.00
06/08/2001,662.00,3750.00,1296.00,858.00,0.00,194.00
08/08/2001,1016.00,5759.00,1520.00,1545.00,0.00,487.00
10/08/2001,847.00,1078.00,2096.00,1775.00,0.00,922.00
11/08/2001,169.00,955.00,1542.00,260.00,0.00,231.00
13/08/2001,674.00,3818.00,1288.00,868.00,0.00,193.00
14/08/2001,348.00,1971.00,661.00,230.00,0.00,99.00
16/08/2001,1853.00,6743.00,1435.00,2658.00,0.00,1098.00
22/08/2001,882.00,882.00,1561.00,1376.00,0.00,780.00
25/08/2001,512.00,950.00,483.00,247.00,0.00,169.00
27/08/2001,157.00,887.00,345.00,54.00,0.00,52.00
05/09/2001,905.00,870.00,1038.00,940.00,0.00,1775.00
12/09/2001,221.00,1986.00,4332.00,956.00,0.00,2207.00
19/09/2001,327.00,2006.00,481.00,157.00,0.00,2332.00
20/09/2001,887.00,887.00,1401.00,1243.00,0.00,1774.00
24/09/2001,233.00,2101.00,2712.00,633.00,0.00,2334.00
26/09/2001,828.00,934.00,1139.00,943.00,0.00,1762.00
29/09/2001,505.00,937.00,6.00,3.00,0.00,1442.00
30/09/2001,746.00,5728.00,2512.00,1873.00,0.00,6474.00
06/11/2001,314.00,1932.00,162.00,51.00,0.00,2246.00
07/11/2001,781.00,955.00,1381.00,1079.00,0.00,1736.00
08/11/2001,361.00,1082.00,61.00,22.00,0.00,1443.00
09/11/2001,114.00,2164.00,8077.00,920.00,0.00,2278.00
11/11/2001,647.00,5820.00,1588.00,1027.00,0.00,6467.00
12/11/2001,438.00,975.00,199.00,87.00,0.00,1413.00
17/11/2001,201.00,1139.00,4224.00,849.00,0.00,1340.00
18/11/2001,827.00,4689.00,789.00,653.00,0.00,5516.00
19/11/2001,360.00,2037.00,1633.00,587.00,0.00,2397.00
20/11/2001,182.00,1119.00,1153.00,210.00,0.00,1301.00
22/11/2001,179.00,1012.00,1108.00,198.00,0.00,1191.00
23/11/2001,352.00,1992.00,774.00,272.00,0.00,2344.00
28/11/2001,357.00,964.00,460.00,164.00,0.00,1321.00
29/11/2001,760.00,928.00,1409.00,1070.00,0.00,1688.00
01/12/2001,354.00,2006.00,596.00,211.00,0.00,2360.00
04/12/2001,178.00,1009.00,129.00,23.00,0.00,1187.00
09/12/2001,1157.00,2885.00,1232.00,1425.00,0.00,4042.00
10/12/2001,661.00,2734.00,1054.00,697.00,0.00,3396.00
14/12/2001,350.00,1985.00,1566.00,548.00,0.00,2336.00
16/12/2001,993.00,2641.00,2002.00,1988.00,0.00,3634.00
17/12/2001,457.00,849.00,-291.00,-133.00,0.00,1306.00
18/12/2001,623.00,3528.00,831.00,518.00,0.00,4150.00
19/12/2001,181.00,1026.00,77.00,14.00,0.00,1207.00
21/12/2001,183.00,1039.00,175.00,32.00,0.00,1222.00
23/12/2001,642.00,2608.00,1704.00,1094.00,0.00,3250.00
29/12/2001,1112.00,2889.00,1945.00,2163.00,0.00,4001.00
31/12/2001,832.00,5372.00,2364.00,1967.00,0.00,6204.00
01/01/2002,793.00,895.00,1959.00,1554.00,0.00,1688.00
04/01/2002,800.00,4536.00,1368.00,1095.00,0.00,5336.00
05/01/2002,205.00,1842.00,4157.00,851.00,0.00,2047.00
06/01/2002,499.00,926.00,397.00,198.00,0.00,1425.00
