      Date ,Oil Test Volume bbl ,Water Test Volume bbl ,    TEST.GOR cf/bbl ,Gas Test Volume M ,Choke Size CHOKE  , BLPD bbl 
05/10/1997,1453.00,434.00,879.00,1278.00,64.00,1888.00
06/10/1997,946.00,946.00,1076.00,1018.00,56.00,1891.00
07/10/1997,226.00,2280.00,2279.00,514.00,64.00,2505.00
14/10/1997,0.00,0.00,0.00,0.00,0.00,0.00
15/10/1997,1606.00,3660.00,928.00,1491.00,0.00,5266.00
16/10/1997,0.00,0.00,0.00,0.00,0.00,0.00
17/10/1997,0.00,0.00,0.00,0.00,0.00,0.00
18/10/1997,0.00,0.00,0.00,0.00,0.00,0.00
19/10/1997,0.00,0.00,0.00,0.00,0.00,0.00
20/10/1997,0.00,0.00,0.00,0.00,0.00,0.00
22/10/1997,1837.00,2172.00,1127.00,2070.00,56.00,4008.00
23/10/1997,1570.00,1278.00,766.00,1203.00,64.00,2848.00
24/10/1997,320.00,1815.00,1336.00,428.00,0.00,2135.00
25/10/1997,221.00,2239.00,3975.00,880.00,0.00,2461.00
29/10/1997,901.00,1101.00,152.00,137.00,0.00,2002.00
02/11/1997,0.00,0.00,0.00,0.00,0.00,0.00
03/11/1997,0.00,0.00,0.00,0.00,0.00,0.00
04/11/1997,0.00,0.00,0.00,0.00,0.00,0.00
05/11/1997,0.00,0.00,0.00,0.00,0.00,0.00
06/11/1997,0.00,0.00,0.00,0.00,0.00,0.00
08/11/1997,0.00,0.00,0.00,0.00,0.00,0.00
09/11/1997,976.00,831.00,1062.00,1036.00,56.00,1807.00
10/11/1997,1412.00,422.00,784.00,1107.00,64.00,1834.00
13/11/1997,0.00,0.00,0.00,0.00,0.00,0.00
15/11/1997,3201.00,3301.00,1144.00,3662.00,64.00,4657.00
18/11/1997,504.00,985.00,324.00,163.00,0.00,1489.00
20/11/1997,0.00,0.00,0.00,0.00,0.00,0.00
21/11/1997,0.00,0.00,0.00,0.00,0.00,0.00
22/11/1997,0.00,0.00,0.00,0.00,0.00,0.00
23/11/1997,0.00,0.00,0.00,0.00,0.00,0.00
24/11/1997,0.00,0.00,0.00,0.00,0.00,0.00
25/11/1997,1196.00,3134.00,1072.00,1282.00,56.00,4330.00
26/11/1997,1757.00,2123.00,790.00,1387.00,64.00,3880.00
27/11/1997,496.00,971.00,2373.00,1176.00,0.00,1466.00
28/11/1997,203.00,813.00,1521.00,309.00,0.00,1016.00
02/12/1997,629.00,1294.00,441.00,277.00,0.00,1922.00
03/12/1997,908.00,983.00,1085.00,985.00,56.00,1891.00
04/12/1997,1639.00,2537.00,986.00,1615.00,64.00,4176.00
05/12/1997,253.00,1513.00,1168.00,295.00,0.00,1766.00
06/12/1997,152.00,708.00,1045.00,159.00,0.00,860.00
12/12/1997,708.00,1062.00,312.00,221.00,0.00,1770.00
13/12/1997,0.00,0.00,0.00,0.00,0.00,0.00
14/12/1997,0.00,0.00,0.00,0.00,0.00,0.00
15/12/1997,0.00,0.00,0.00,0.00,0.00,0.00
16/12/1997,0.00,0.00,0.00,0.00,0.00,0.00
17/12/1997,1407.00,397.00,820.00,1154.00,64.00,1804.00
18/12/1997,910.00,985.00,1087.00,989.00,56.00,1895.00
21/12/1997,804.00,1311.00,976.00,784.00,0.00,2114.00
22/12/1997,219.00,823.00,978.00,214.00,0.00,1042.00
23/12/1997,531.00,3881.00,997.00,529.00,0.00,4412.00
30/12/1997,1356.00,382.00,761.00,1031.00,64.00,1738.00
31/12/1997,968.00,893.00,966.00,935.00,56.00,1861.00
01/01/1998,0.00,0.00,0.00,0.00,0.00,0.00
02/01/1998,0.00,0.00,0.00,0.00,0.00,0.00
03/01/1998,0.00,0.00,0.00,0.00,0.00,0.00
04/01/1998,0.00,0.00,0.00,0.00,0.00,0.00
05/01/1998,1150.00,3075.00,1165.00,1340.00,56.00,4225.00
06/01/1998,811.00,1216.00,73.00,59.00,0.00,2027.00
07/01/1998,1565.00,1223.00,871.00,1364.00,56.00,2789.00
08/01/1998,285.00,1617.00,564.00,161.00,0.00,1902.00
16/01/1998,0.00,0.00,0.00,0.00,0.00,0.00
17/01/1998,0.00,0.00,0.00,0.00,0.00,0.00
18/01/1998,0.00,0.00,0.00,0.00,0.00,0.00
19/01/1998,0.00,0.00,0.00,0.00,0.00,0.00
20/01/1998,1308.00,436.00,758.00,991.00,64.00,1744.00
21/01/1998,0.00,0.00,0.00,0.00,0.00,0.00
22/01/1998,962.00,925.00,1011.00,973.00,56.00,1887.00
23/01/1998,280.00,1588.00,1320.00,370.00,0.00,1868.00
24/01/1998,210.00,2126.00,3030.00,637.00,0.00,2336.00
25/01/1998,813.00,1219.00,734.00,597.00,0.00,2032.00
27/01/1998,207.00,734.00,671.00,139.00,0.00,941.00
30/01/1998,0.00,0.00,0.00,0.00,0.00,0.00
31/01/1998,0.00,0.00,0.00,0.00,0.00,0.00
02/02/1998,0.00,0.00,0.00,0.00,0.00,0.00
03/02/1998,0.00,0.00,0.00,0.00,0.00,0.00
04/02/1998,1360.00,449.00,729.00,992.00,0.00,1809.00
05/02/1998,1233.00,2538.00,921.00,1136.00,56.00,3771.00
06/02/1998,139.00,2172.00,2128.00,295.00,0.00,2310.00
09/02/1998,0.00,0.00,0.00,0.00,0.00,0.00
10/02/1998,0.00,0.00,0.00,0.00,0.00,0.00
11/02/1998,814.00,1328.00,1143.00,930.00,0.00,2141.00
12/02/1998,208.00,781.00,1248.00,259.00,0.00,988.00
13/02/1998,295.00,1670.00,614.00,181.00,0.00,1965.00
14/02/1998,0.00,0.00,0.00,0.00,0.00,0.00
15/02/1998,0.00,0.00,0.00,0.00,0.00,0.00
16/02/1998,0.00,0.00,0.00,0.00,0.00,0.00
17/02/1998,0.00,0.00,0.00,0.00,0.00,0.00
18/02/1998,0.00,0.00,0.00,0.00,0.00,0.00
20/02/1998,1345.00,472.00,618.00,831.00,64.00,1817.00
21/02/1998,0.00,0.00,0.00,0.00,0.00,0.00
22/02/1998,293.00,1660.00,92.00,27.00,0.00,1953.00
23/02/1998,1154.00,3000.00,1138.00,1313.00,56.00,4153.00
24/02/1998,2155.00,1923.00,542.00,1168.00,64.00,4078.00
25/02/1998,201.00,756.00,264.00,53.00,0.00,956.00
26/02/1998,298.00,1690.00,228.00,68.00,0.00,1988.00
27/02/1998,0.00,0.00,0.00,0.00,0.00,0.00
28/02/1998,0.00,0.00,0.00,0.00,0.00,0.00
02/03/1998,0.00,0.00,0.00,0.00,0.00,0.00
03/03/1998,159.00,899.00,1141.00,181.00,0.00,1057.00
04/03/1998,314.00,1776.00,182.00,57.00,64.00,2090.00
05/03/1998,183.00,2099.00,926.00,169.00,64.00,2281.00
06/03/1998,1781.00,2119.00,1010.00,1799.00,56.00,3900.00
07/03/1998,0.00,0.00,0.00,0.00,0.00,0.00
08/03/1998,0.00,0.00,0.00,0.00,0.00,0.00
09/03/1998,1291.00,527.00,849.00,1096.00,64.00,1818.00
10/03/1998,0.00,0.00,0.00,0.00,0.00,0.00
13/03/1998,0.00,0.00,0.00,0.00,0.00,0.00
14/03/1998,0.00,0.00,0.00,0.00,0.00,0.00
15/03/1998,0.00,0.00,0.00,0.00,0.00,0.00
16/03/1998,0.00,0.00,0.00,0.00,0.00,0.00
17/03/1998,0.00,0.00,0.00,0.00,0.00,0.00
18/03/1998,0.00,0.00,0.00,0.00,0.00,0.00
19/03/1998,1214.00,654.00,797.00,967.00,64.00,1867.00
20/03/1998,830.00,1209.00,991.00,822.00,0.00,2038.00
21/03/1998,1199.00,3028.00,1089.00,1306.00,56.00,4227.00
22/03/1998,325.00,1842.00,154.00,50.00,0.00,2167.00
24/03/1998,1266.00,517.00,794.00,1006.00,64.00,1784.00
25/03/1998,0.00,0.00,0.00,0.00,0.00,0.00
26/03/1998,0.00,0.00,0.00,0.00,0.00,0.00
27/03/1998,0.00,0.00,0.00,0.00,0.00,0.00
28/03/1998,0.00,0.00,0.00,0.00,0.00,0.00
29/03/1998,0.00,0.00,0.00,0.00,0.00,0.00
30/03/1998,0.00,0.00,0.00,0.00,0.00,0.00
31/03/1998,159.00,899.00,1141.00,181.00,0.00,1057.00
02/04/1998,2314.00,2240.00,939.00,2172.00,44.00,4554.00
03/04/1998,219.00,1971.00,1557.00,341.00,0.00,2190.00
04/04/1998,300.00,1702.00,1515.00,455.00,0.00,2002.00
13/04/1998,302.00,1713.00,1390.00,420.00,0.00,2015.00
15/04/1998,830.00,1209.00,991.00,822.00,0.00,2038.00
16/04/1998,768.00,1153.00,1169.00,898.00,0.00,1921.00
17/04/1998,0.00,0.00,0.00,0.00,0.00,0.00
18/04/1998,0.00,0.00,0.00,0.00,0.00,0.00
19/04/1998,0.00,0.00,0.00,0.00,0.00,0.00
20/04/1998,0.00,0.00,0.00,0.00,0.00,0.00
21/04/1998,811.00,1268.00,905.00,734.00,0.00,2079.00
22/04/1998,0.00,0.00,0.00,0.00,0.00,0.00
24/04/1998,830.00,1246.00,1093.00,908.00,0.00,2076.00
25/04/1998,1493.00,2305.00,1020.00,1523.00,64.00,3797.00
26/04/1998,1131.00,3055.00,1290.00,1459.00,56.00,4186.00
28/04/1998,150.00,733.00,1905.00,286.00,0.00,883.00
01/05/1998,0.00,0.00,0.00,0.00,0.00,0.00
02/05/1998,0.00,0.00,0.00,0.00,0.00,0.00
03/05/1998,0.00,0.00,0.00,0.00,0.00,0.00
04/05/1998,0.00,0.00,0.00,0.00,0.00,0.00
05/05/1998,0.00,0.00,0.00,0.00,0.00,0.00
06/05/1998,0.00,0.00,0.00,0.00,0.00,0.00
15/05/1998,3604.00,7338.00,1159.00,4176.00,44.00,10942.00
21/05/1998,830.00,1246.00,1094.00,908.00,64.00,2076.00
22/05/1998,150.00,733.00,1905.00,286.00,64.00,883.00
23/05/1998,0.00,0.00,0.00,0.00,0.00,0.00
24/05/1998,0.00,0.00,0.00,0.00,0.00,0.00
25/05/1998,0.00,0.00,0.00,0.00,0.00,0.00
26/05/1998,0.00,0.00,0.00,0.00,0.00,0.00
27/05/1998,0.00,0.00,0.00,0.00,0.00,0.00
29/05/1998,1395.00,2237.00,735.00,1025.00,64.00,3632.00
30/05/1998,1080.00,2909.00,1223.00,1321.00,56.00,3989.00
31/05/1998,597.00,1665.00,945.00,564.00,64.00,2262.00
01/06/1998,126.00,776.00,2003.00,253.00,64.00,902.00
03/06/1998,126.00,776.00,2003.00,253.00,0.00,902.00
04/06/1998,1080.00,2909.00,1168.00,1262.00,56.00,3989.00
05/06/1998,1383.00,2249.00,741.00,1025.00,64.00,3632.00
06/06/1998,588.00,1674.00,959.00,564.00,0.00,2262.00
13/06/1998,0.00,0.00,0.00,0.00,0.00,0.00
14/06/1998,0.00,0.00,0.00,0.00,0.00,0.00
15/06/1998,0.00,0.00,0.00,0.00,0.00,0.00
16/06/1998,0.00,0.00,0.00,0.00,0.00,0.00
17/06/1998,0.00,0.00,0.00,0.00,0.00,0.00
19/06/1998,0.00,0.00,0.00,0.00,0.00,0.00
20/06/1998,924.00,961.00,1073.00,991.00,56.00,1885.00
21/06/1998,1413.00,2636.00,1030.00,1455.00,64.00,4048.00
22/06/1998,300.00,1702.00,1515.00,455.00,64.00,2002.00
24/06/1998,488.00,1285.00,2449.00,1194.00,64.00,1773.00
02/07/1998,0.00,0.00,0.00,0.00,0.00,0.00
03/07/1998,0.00,0.00,0.00,0.00,0.00,0.00
04/07/1998,0.00,0.00,0.00,0.00,0.00,0.00
05/07/1998,0.00,0.00,0.00,0.00,0.00,0.00
06/07/1998,0.00,0.00,0.00,0.00,0.00,0.00
15/07/1998,3124.00,6583.00,1314.00,4105.00,56.00,9707.00
18/07/1998,0.00,0.00,0.00,0.00,0.00,0.00
20/07/1998,0.00,0.00,0.00,0.00,0.00,0.00
21/07/1998,0.00,0.00,0.00,0.00,0.00,0.00
22/07/1998,0.00,0.00,0.00,0.00,0.00,0.00
23/07/1998,0.00,0.00,0.00,0.00,0.00,0.00
24/07/1998,0.00,0.00,0.00,0.00,0.00,0.00
25/07/1998,0.00,0.00,0.00,0.00,0.00,0.00
26/07/1998,0.00,0.00,0.00,0.00,0.00,0.00
30/07/1998,2689.00,6218.00,1103.00,2966.00,0.00,8907.00
31/07/1998,0.00,0.00,0.00,0.00,0.00,0.00
10/08/1998,0.00,0.00,0.00,0.00,0.00,0.00
11/08/1998,0.00,0.00,0.00,0.00,0.00,0.00
12/08/1998,0.00,0.00,0.00,0.00,0.00,0.00
13/08/1998,0.00,0.00,0.00,0.00,0.00,0.00
14/08/1998,0.00,0.00,0.00,0.00,0.00,0.00
15/08/1998,2406.00,6679.00,916.00,2203.00,0.00,9084.00
16/08/1998,365.00,1462.00,3076.00,1124.00,0.00,1827.00
18/08/1998,291.00,1616.00,144.00,42.00,0.00,1906.00
19/08/1998,1195.00,643.00,914.00,1092.00,64.00,1838.00
20/08/1998,212.00,1907.00,1859.00,394.00,0.00,2119.00
22/08/1998,179.00,779.00,1361.00,244.00,64.00,959.00
23/08/1998,0.00,0.00,0.00,0.00,0.00,0.00
24/08/1998,695.00,119.00,764.00,531.00,24.00,814.00
25/08/1998,0.00,0.00,0.00,0.00,0.00,0.00
26/08/1998,0.00,0.00,0.00,0.00,0.00,0.00
27/08/1998,0.00,0.00,0.00,0.00,0.00,0.00
30/08/1998,0.00,0.00,0.00,0.00,0.00,0.00
31/08/1998,0.00,0.00,0.00,0.00,0.00,0.00
02/09/1998,0.00,0.00,0.00,0.00,0.00,0.00
03/09/1998,470.00,2395.00,609.00,286.00,0.00,2865.00
04/09/1998,365.00,1462.00,3076.00,1124.00,0.00,1827.00
06/09/1998,1672.00,2738.00,1377.00,2303.00,64.00,4410.00
07/09/1998,113.00,1021.00,12037.00,1365.00,0.00,1134.00
08/09/1998,393.00,730.00,2218.00,872.00,0.00,1123.00
09/09/1998,647.00,893.00,1186.00,767.00,0.00,1540.00
10/09/1998,665.00,919.00,1890.00,1257.00,0.00,1584.00
11/09/1998,740.00,942.00,1709.00,1265.00,0.00,1683.00
12/09/1998,785.00,999.00,1764.00,1385.00,0.00,1784.00
13/09/1998,791.00,1007.00,1455.00,1151.00,0.00,1798.00
14/09/1998,580.00,870.00,1652.00,958.00,56.00,1450.00
15/09/1998,768.00,2781.00,1966.00,1510.00,56.00,3549.00
16/09/1998,546.00,2878.00,875.00,478.00,56.00,3424.00
17/09/1998,623.00,761.00,2233.00,1391.00,56.00,1384.00
18/09/1998,545.00,3156.00,0.00,0.00,44.00,3701.00
19/09/1998,835.00,1063.00,0.00,0.00,0.00,1898.00
20/09/1998,932.00,3058.00,0.00,0.00,56.00,3990.00
21/09/1998,2496.00,4014.00,629.00,1569.00,44.00,6510.00
22/09/1998,980.00,3028.00,0.00,0.00,56.00,4008.00
23/09/1998,835.00,1021.00,0.00,0.00,0.00,1856.00
24/09/1998,77.00,1843.00,0.00,0.00,56.00,1920.00
25/09/1998,280.00,1587.00,457.00,128.00,64.00,1868.00
27/09/1998,141.00,800.00,2691.00,380.00,64.00,941.00
30/09/1998,0.00,0.00,0.00,0.00,0.00,0.00
02/10/1998,0.00,0.00,0.00,0.00,0.00,0.00
03/10/1998,365.00,1462.00,3076.00,1124.00,0.00,1827.00
04/10/1998,0.00,0.00,0.00,0.00,0.00,0.00
05/10/1998,0.00,0.00,0.00,0.00,0.00,0.00
06/10/1998,0.00,0.00,0.00,0.00,0.00,0.00
07/10/1998,0.00,0.00,0.00,0.00,0.00,0.00
18/10/1998,2887.00,4861.00,977.00,2821.00,52.00,7748.00
19/10/1998,77.00,1843.00,0.00,0.00,0.00,1920.00
22/10/1998,141.00,800.00,2691.00,380.00,0.00,941.00
23/10/1998,54.00,460.00,0.00,0.00,0.00,514.00
26/10/1998,0.00,0.00,0.00,0.00,0.00,0.00
28/10/1998,0.00,0.00,0.00,0.00,0.00,0.00
29/10/1998,0.00,0.00,0.00,0.00,0.00,0.00
30/10/1998,0.00,0.00,0.00,0.00,0.00,0.00
01/11/1998,0.00,0.00,0.00,0.00,0.00,0.00
02/11/1998,0.00,0.00,0.00,0.00,0.00,0.00
03/11/1998,74.00,1771.00,14.00,1.00,56.00,1845.00
04/11/1998,2266.00,1732.00,882.00,1998.00,64.00,3999.00
05/11/1998,162.00,917.00,1174.00,190.00,0.00,1079.00
09/11/1998,0.00,0.00,0.00,0.00,0.00,0.00
10/11/1998,280.00,1587.00,457.00,128.00,0.00,1867.00
11/11/1998,0.00,0.00,0.00,0.00,0.00,0.00
13/11/1998,365.00,1462.00,3076.00,1124.00,0.00,1827.00
14/11/1998,0.00,0.00,0.00,0.00,0.00,0.00
15/11/1998,1477.00,727.00,1246.00,1840.00,56.00,2204.00
17/11/1998,784.00,959.00,1.00,1.00,0.00,1743.00
18/11/1998,181.00,1629.00,6.00,1.00,56.00,1810.00
20/11/1998,171.00,728.00,234.00,40.00,0.00,899.00
22/11/1998,1522.00,933.00,1009.00,1535.00,56.00,2454.00
23/11/1998,0.00,0.00,0.00,0.00,0.00,0.00
24/11/1998,0.00,0.00,0.00,0.00,0.00,0.00
25/11/1998,0.00,0.00,0.00,0.00,0.00,0.00
28/11/1998,280.00,1587.00,457.00,128.00,0.00,1868.00
02/12/1998,989.00,2763.00,2.00,2.00,0.00,3752.00
03/12/1998,0.00,0.00,0.00,0.00,0.00,0.00
09/12/1998,280.00,1587.00,457.00,128.00,0.00,1868.00
10/12/1998,0.00,0.00,0.00,0.00,0.00,0.00
11/12/1998,20.00,2025.00,8088.00,165.00,0.00,2045.00
12/12/1998,1401.00,1429.00,1105.00,1548.00,56.00,2830.00
17/12/1998,280.00,1587.00,457.00,128.00,0.00,1868.00
18/12/1998,0.00,0.00,0.00,0.00,0.00,0.00
19/12/1998,0.00,0.00,0.00,0.00,0.00,0.00
20/12/1998,202.00,1818.00,5.00,1.00,0.00,2020.00
24/12/1998,280.00,1588.00,457.00,128.00,0.00,1868.00
25/12/1998,197.00,1774.00,1598.00,315.00,0.00,1971.00
28/12/1998,0.00,0.00,0.00,0.00,0.00,0.00
29/12/1998,0.00,0.00,0.00,0.00,0.00,0.00
30/12/1998,0.00,0.00,0.00,0.00,0.00,0.00
31/12/1998,0.00,0.00,0.00,0.00,0.00,0.00
01/01/1999,0.00,0.00,0.00,0.00,0.00,0.00
02/01/1999,2397.00,4243.00,1132.00,2712.00,56.00,6640.00
03/01/1999,0.00,0.00,0.00,0.00,0.00,0.00
04/01/1999,0.00,0.00,0.00,0.00,0.00,0.00
05/01/1999,0.00,0.00,0.00,0.00,0.00,0.00
06/01/1999,0.00,0.00,0.00,0.00,0.00,0.00
09/01/1999,40.00,1979.00,22426.00,906.00,0.00,2019.00
16/01/1999,1478.00,906.00,861.00,1272.00,56.00,2384.00
18/01/1999,197.00,1772.00,3662.00,721.00,0.00,1969.00
21/01/1999,186.00,1051.00,561.00,104.00,0.00,1237.00
24/01/1999,0.00,0.00,0.00,0.00,0.00,0.00
25/01/1999,0.00,0.00,0.00,0.00,0.00,0.00
26/01/1999,0.00,0.00,0.00,0.00,0.00,0.00
27/01/1999,0.00,0.00,0.00,0.00,0.00,0.00
29/01/1999,715.00,1073.00,5261.00,3763.00,0.00,1788.00
01/02/1999,202.00,1815.00,3575.00,721.00,0.00,2017.00
03/02/1999,0.00,0.00,0.00,0.00,0.00,0.00
05/02/1999,1280.00,853.00,993.00,1271.00,56.00,2133.00
07/02/1999,0.00,0.00,0.00,0.00,0.00,0.00
08/02/1999,0.00,0.00,0.00,0.00,0.00,0.00
09/02/1999,0.00,0.00,0.00,0.00,0.00,0.00
11/02/1999,0.00,0.00,0.00,0.00,0.00,0.00
12/02/1999,186.00,848.00,1553.00,289.00,0.00,1034.00
13/02/1999,46.00,2254.00,4174.00,192.00,0.00,2300.00
14/02/1999,853.00,2828.00,5257.00,4484.00,0.00,3680.00
15/02/1999,46.00,2248.00,6231.00,286.00,0.00,2294.00
23/02/1999,1262.00,914.00,905.00,1143.00,56.00,2177.00
03/03/1999,2347.00,6837.00,2646.00,6211.00,56.00,9185.00
11/03/1999,45.00,2227.00,6256.00,284.00,0.00,2272.00
15/03/1999,0.00,0.00,0.00,0.00,0.00,0.00
16/03/1999,0.00,0.00,0.00,0.00,0.00,0.00
17/03/1999,651.00,863.00,2126.00,1384.00,0.00,1514.00
18/03/1999,649.00,861.00,2135.00,1386.00,0.00,1510.00
19/03/1999,0.00,0.00,0.00,0.00,0.00,0.00
20/03/1999,0.00,0.00,0.00,0.00,0.00,0.00
21/03/1999,0.00,0.00,0.00,0.00,0.00,0.00
22/03/1999,0.00,0.00,0.00,0.00,0.00,0.00
23/03/1999,1285.00,969.00,1047.00,1345.00,56.00,2254.00
24/03/1999,726.00,1136.00,812.00,590.00,0.00,1862.00
25/03/1999,203.00,925.00,1467.00,298.00,0.00,1129.00
02/04/1999,2226.00,5291.00,1131.00,2517.00,48.00,7517.00
05/04/1999,0.00,0.00,0.00,0.00,0.00,0.00
07/04/1999,1212.00,1074.00,1114.00,1350.00,56.00,2286.00
08/04/1999,700.00,1095.00,1170.00,819.00,0.00,1795.00
09/04/1999,729.00,1049.00,1305.00,951.00,0.00,1778.00
10/04/1999,0.00,0.00,0.00,0.00,0.00,0.00
11/04/1999,0.00,0.00,0.00,0.00,0.00,0.00
12/04/1999,0.00,0.00,0.00,0.00,0.00,0.00
13/04/1999,1213.00,1076.00,1021.00,1239.00,56.00,2289.00
14/04/1999,177.00,864.00,186.00,33.00,0.00,1042.00
15/04/1999,178.00,868.00,6.00,1.00,0.00,1046.00
19/04/1999,736.00,1309.00,1148.00,845.00,64.00,2045.00
22/04/1999,0.00,0.00,0.00,0.00,0.00,0.00
23/04/1999,0.00,0.00,0.00,0.00,0.00,0.00
28/04/1999,0.00,0.00,0.00,0.00,0.00,0.00
29/04/1999,0.00,0.00,0.00,0.00,0.00,0.00
30/04/1999,0.00,0.00,0.00,0.00,0.00,0.00
01/05/1999,45.00,2227.00,6256.00,284.00,0.00,2272.00
02/05/1999,0.00,0.00,0.00,0.00,0.00,0.00
03/05/1999,2172.00,5479.00,1105.00,2401.00,56.00,7652.00
05/05/1999,0.00,0.00,0.00,0.00,0.00,0.00
09/05/1999,0.00,0.00,0.00,0.00,0.00,0.00
10/05/1999,691.00,1081.00,1334.00,922.00,64.00,1773.00
11/05/1999,1284.00,968.00,976.00,1253.00,56.00,2252.00
12/05/1999,0.00,0.00,0.00,0.00,0.00,0.00
13/05/1999,0.00,0.00,0.00,0.00,0.00,0.00
14/05/1999,0.00,0.00,0.00,0.00,0.00,0.00
16/05/1999,173.00,910.00,162.00,28.00,0.00,1083.00
17/05/1999,709.00,1063.00,911.00,646.00,64.00,1772.00
02/06/1999,2211.00,5168.00,1000.00,2211.00,56.00,7379.00
03/06/1999,1237.00,1054.00,990.00,1225.00,56.00,2291.00
04/06/1999,0.00,0.00,0.00,0.00,0.00,0.00
06/06/1999,0.00,0.00,0.00,0.00,0.00,0.00
07/06/1999,0.00,0.00,0.00,0.00,0.00,0.00
10/06/1999,723.00,920.00,1374.00,993.00,0.00,1643.00
14/06/1999,734.00,974.00,1328.00,975.00,0.00,1708.00
15/06/1999,1230.00,1048.00,1011.00,1244.00,56.00,2279.00
18/06/1999,0.00,0.00,0.00,0.00,0.00,0.00
19/06/1999,0.00,0.00,0.00,0.00,0.00,0.00
20/06/1999,0.00,0.00,0.00,0.00,0.00,0.00
22/06/1999,0.00,0.00,0.00,0.00,0.00,0.00
23/06/1999,48.00,2360.00,1680.00,81.00,0.00,2408.00
24/06/1999,1264.00,3446.00,1122.00,1418.00,56.00,4710.00
25/06/1999,118.00,2237.00,8.00,1.00,0.00,2355.00
26/06/1999,117.00,2230.00,9.00,1.00,0.00,2347.00
27/06/1999,117.00,2213.00,9.00,1.00,0.00,2329.00
30/06/1999,0.00,0.00,0.00,0.00,0.00,0.00
01/07/1999,0.00,0.00,0.00,0.00,0.00,0.00
02/07/1999,2239.00,5131.00,1081.00,2421.00,56.00,7370.00
04/07/1999,1175.00,1001.00,1138.00,1336.00,56.00,2175.00
05/07/1999,0.00,0.00,0.00,0.00,0.00,0.00
06/07/1999,0.00,0.00,0.00,0.00,0.00,0.00
07/07/1999,0.00,0.00,0.00,0.00,0.00,0.00
08/07/1999,0.00,0.00,0.00,0.00,0.00,0.00
09/07/1999,0.00,0.00,0.00,0.00,0.00,0.00
10/07/1999,1199.00,981.00,988.00,1185.00,56.00,2180.00
12/07/1999,181.00,771.00,448.00,81.00,0.00,952.00
16/07/1999,0.00,0.00,0.00,0.00,0.00,0.00
18/07/1999,0.00,0.00,0.00,0.00,0.00,0.00
19/07/1999,0.00,0.00,0.00,0.00,0.00,0.00
27/07/1999,1084.00,1000.00,1058.00,1146.00,56.00,2084.00
30/07/1999,713.00,907.00,495.00,353.00,0.00,1620.00
02/08/1999,176.00,802.00,3199.00,563.00,0.00,978.00
04/08/1999,0.00,0.00,0.00,0.00,0.00,0.00
07/08/1999,0.00,0.00,0.00,0.00,0.00,0.00
08/08/1999,0.00,0.00,0.00,0.00,0.00,0.00
09/08/1999,0.00,0.00,0.00,0.00,0.00,0.00
10/08/1999,206.00,1858.00,5.00,1.00,0.00,2064.00
11/08/1999,1296.00,5030.00,1082.00,1402.00,56.00,6326.00
12/08/1999,666.00,999.00,1710.00,1139.00,0.00,1665.00
13/08/1999,622.00,1060.00,1885.00,1173.00,0.00,1682.00
14/08/1999,55.00,1769.00,3291.00,180.00,0.00,1824.00
15/08/1999,1105.00,1020.00,1101.00,1216.00,56.00,2124.00
18/08/1999,0.00,0.00,0.00,0.00,0.00,0.00
20/08/1999,187.00,981.00,64.00,12.00,0.00,1168.00
21/08/1999,713.00,946.00,1522.00,1086.00,0.00,1659.00
22/08/1999,92.00,1753.00,1647.00,152.00,0.00,1845.00
24/08/1999,102.00,2441.00,905.00,92.00,0.00,2543.00
26/08/1999,1158.00,1027.00,1060.00,1228.00,56.00,2185.00
27/08/1999,0.00,0.00,0.00,0.00,0.00,0.00
01/09/1999,1193.00,1058.00,995.00,1186.00,56.00,2250.00
03/09/1999,189.00,992.00,5.00,1.00,0.00,1181.00
07/09/1999,0.00,0.00,0.00,0.00,0.00,0.00
08/09/1999,0.00,0.00,0.00,0.00,0.00,0.00
09/09/1999,0.00,0.00,0.00,0.00,0.00,0.00
10/09/1999,0.00,0.00,0.00,0.00,0.00,0.00
11/09/1999,0.00,0.00,0.00,0.00,0.00,0.00
12/09/1999,0.00,0.00,0.00,0.00,0.00,0.00
13/09/1999,0.00,0.00,0.00,0.00,0.00,0.00
14/09/1999,902.00,1937.00,1205.00,1087.00,0.00,2840.00
15/09/1999,1387.00,5252.00,1031.00,1430.00,56.00,6638.00
16/09/1999,1207.00,987.00,996.00,1202.00,56.00,2194.00
21/09/1999,1165.00,915.00,1059.00,1233.00,56.00,2080.00
24/09/1999,171.00,967.00,1143.00,195.00,0.00,1137.00
27/09/1999,647.00,2748.00,1920.00,1242.00,0.00,3395.00
29/09/1999,1243.00,3277.00,809.00,1005.00,56.00,4519.00
30/09/1999,1119.00,993.00,865.00,968.00,56.00,2112.00
06/10/1999,0.00,0.00,0.00,0.00,0.00,0.00
07/10/1999,0.00,0.00,0.00,0.00,0.00,0.00
09/10/1999,0.00,0.00,0.00,0.00,0.00,0.00
10/10/1999,0.00,0.00,0.00,0.00,0.00,0.00
11/10/1999,1124.00,997.00,1044.00,1174.00,56.00,2121.00
12/10/1999,672.00,928.00,631.00,424.00,0.00,1600.00
13/10/1999,308.00,2807.00,1695.00,522.00,0.00,3115.00
14/10/1999,116.00,2212.00,4570.00,532.00,0.00,2328.00
17/10/1999,1113.00,987.00,1146.00,1276.00,56.00,2100.00
18/10/1999,169.00,960.00,950.00,161.00,0.00,1129.00
23/10/1999,1093.00,1009.00,1763.00,1927.00,56.00,2102.00
